MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HomeAge,HasRemodAdd,GenQual,HasProxArtery,HasProxFeedr,HasProxRRNn,HasProxRRAn,HasProxPosN,HasProxPosA,HasProxRRNe,HasProxRRAe
RL,12328,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,SLvl,5,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,GasA,3,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,3,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,169900,47,0,54,0,0,0,0,0,0,0,0
RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Unf,5,Gable,CompShg,AsbShng,AsbShng,3,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,OthW,2,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,8,1,Gd,Detchd,Unf,2,Fa,Fa,P,0,0,259,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,129500,106,1,54,0,0,0,0,0,0,0,0
RL,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,BLQ,534,Rec,96,246,GasA,3,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,80,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,119000,73,0,45,0,0,0,0,0,0,0,0
RL,11160,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,3,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,GasA,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,8,2,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,244000,55,0,140,0,0,0,0,0,0,0,0
RL,3136,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,5,Gable,CompShg,VinylSd,Wd Shng,3,PConc,Gd,TA,No,Unf,0,Unf,0,1405,GasA,5,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,148,36,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,171750,20,0,112,0,0,0,0,0,0,0,0
RL,9858,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,BLQ,510,Unf,0,354,GasA,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,33,0,0,0,0,0,NoPool,GdWo,Shed,600,WD,Normal,130000,55,0,45,0,0,0,0,0,0,0,0
RL,17542,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Veenker,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,GasA,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,8,2,Gd,Attchd,RFn,2,TA,TA,Y,220,47,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,294000,49,1,112,0,0,0,0,0,0,0,0
RL,6931,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,746,GasA,5,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,8,1,Gd,BuiltIn,Fin,2,TA,TA,Y,178,128,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,165400,20,1,112,0,0,0,0,0,0,0,0
RM,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,3,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,GasA,3,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,8,1,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,0,120,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,127500,92,1,54,0,0,0,0,0,0,0,0
RL,14303,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,GasA,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,262,36,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,301500,29,0,128,0,0,0,0,0,0,0,0
RL,4060,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,8,Gable,CompShg,Wd Sdng,Wd Sdng,3,PConc,Fa,TA,No,Unf,0,Unf,0,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,96,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,99900,101,1,45,0,1,0,0,0,0,0,0
RL,9587,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,GasA,5,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,212,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,190000,18,0,112,0,0,0,0,0,0,0,0
RL,9750,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1Fam,1Story,8,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,GasA,4,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,180,0,0,0,80,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,151000,54,0,54,0,0,0,0,0,0,0,0
RL,24682,Pave,NoAlley,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,841,GasA,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,8,1,TA,BuiltIn,Fin,2,TA,TA,Y,0,103,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,181000,24,0,54,0,0,0,1,0,0,0,0
RL,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,Rec,504,Unf,0,546,GasA,4,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,128900,67,0,45,0,0,0,0,0,0,0,0
RL,11250,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,GasA,5,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,6,2,TA,Attchd,Unf,1,TA,TA,Y,120,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,161500,66,1,36,0,0,0,0,0,0,0,0
RL,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,2Story,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,3,PConc,TA,TA,No,Unf,0,Unf,0,764,GasA,5,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,8,1,Gd,Detchd,Unf,2,TA,TA,N,0,0,126,0,0,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,180500,104,1,54,0,0,0,0,0,0,0,0
RH,4060,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,TwnhsE,1Story,5,Gable,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,144,68,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,COD,Abnorml,181000,25,1,96,0,0,0,0,0,0,0,0
FV,3735,Pave,NoAlley,Reg,Lvl,AllPub,FR3,Gtl,Somerst,TwnhsE,2Story,5,Hip,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,No,GLQ,450,Unf,0,241,GasA,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,34,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,183900,24,0,112,0,0,0,0,0,0,0,0
RM,10120,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,2fmCon,2.5Unf,4,Hip,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,Unf,0,Unf,0,925,GasA,3,N,FuseF,964,925,0,1889,0,0,1,1,4,2,8,1,Gd,Detchd,Unf,1,TA,TA,N,0,0,264,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,122000,113,1,42,0,1,0,0,0,0,0,0
RL,13214,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,1Fam,1Story,5,Hip,CompShg,Stucco,CmentBd,3,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,GasA,5,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,8,1,Gd,Attchd,Fin,3,TA,TA,Y,144,76,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,378500,15,1,225,0,0,0,0,0,0,0,0
RL,14100,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,1Fam,1.5Fin,9,Gable,CompShg,Stucco,Stucco,4,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,GasA,5,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,8,2,Gd,BuiltIn,Unf,3,TA,TA,Y,314,12,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,381000,88,1,96,0,0,0,0,0,0,0,0
RL,11344,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,BLQ,460,Unf,0,414,GasW,3,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,144000,65,0,45,0,1,0,0,0,0,0,0
RL,23595,Pave,NoAlley,Reg,Low,AllPub,Inside,Sev,ClearCr,1Fam,1Story,6,Shed,WdShake,Plywood,Plywood,3,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,GasA,3,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,268,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,260000,44,0,112,0,0,0,0,0,0,0,0
RL,9156,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7,Hip,CompShg,BrkFace,BrkFace,3,CBlock,TA,TA,No,Unf,0,Unf,0,1489,GasA,4,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,185750,55,0,72,0,0,0,0,1,0,0,0
RL,13526,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,1Story,6,Hip,CompShg,HdBoard,Plywood,3,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,GasA,3,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,180,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,137000,58,0,45,0,0,0,0,0,0,0,0
RL,11512,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,SLvl,7,Gable,CompShg,Plywood,Plywood,3,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,GasA,4,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,8,1,Gd,Basment,RFn,1,TA,TA,Y,0,0,0,0,163,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,177000,64,1,90,0,0,0,0,0,0,0,0
RL,5362,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Shng,3,PConc,TA,TA,No,Unf,0,Unf,0,661,GasA,5,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,8,1,Gd,Detchd,Unf,2,TA,TA,Y,242,0,81,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,139000,113,1,45,0,0,0,0,0,0,0,0
RL,11345,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Duplex,2Story,5,Gable,Roll,AsbShng,AsbShng,3,CBlock,TA,TA,No,Rec,220,Unf,0,708,GasA,4,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,8,0,NoFireplace,Detchd,Unf,2,TA,Fa,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,137000,75,1,45,0,1,0,0,0,0,0,0
RL,12936,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,6,Gable,CompShg,HdBoard,Plywood,3,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,GasA,3,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,8,1,TA,Attchd,Unf,2,TA,TA,Y,294,116,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,162000,51,0,54,0,0,0,0,0,0,0,0
RL,17871,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,SLvl,5,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,GasA,2,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,197900,56,1,54,0,0,0,0,0,0,0,0
RL,9473,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,804,Unf,0,324,GasA,5,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,0,211,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,237000,21,0,128,0,0,0,0,0,0,0,0
C (all),7500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,4,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,3,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,8,0,NoFireplace,Detchd,RFn,2,TA,TA,Y,30,0,164,0,0,0,NoPool,NoFence,NoMiscFeature,0,COD,Abnorml,68400,103,1,36,0,0,0,0,0,0,0,0
RL,9808,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,788,Unf,0,785,GasA,5,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,72,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,227000,21,0,112,0,0,0,0,0,0,0,0
RL,8049,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,GasA,3,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,8,1,TA,Attchd,Fin,2,Gd,Gd,Y,0,58,0,0,90,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,180000,33,0,63,0,0,0,0,0,0,0,0
RL,8800,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,GasA,3,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,288,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,150500,46,1,60,0,0,0,0,0,0,0,0
RL,9400,Pave,NoAlley,Reg,Low,AllPub,Corner,Gtl,Mitchel,Duplex,2Story,5,Mansard,CompShg,MetalSd,Wd Shng,3,CBlock,TA,TA,Av,Unf,0,Unf,0,912,GasA,3,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,128,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,139000,52,0,54,0,0,0,0,0,0,0,0
RL,9638,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Shng,3,PConc,TA,TA,No,Unf,0,Unf,0,804,GasA,5,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,6,1,Gd,Detchd,Unf,1,TA,TA,Y,272,0,42,0,116,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,169000,104,1,72,0,1,0,0,0,0,0,0
RM,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,2,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,5,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,8,1,Gd,Detchd,Unf,1,TA,TA,Y,45,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,132500,84,1,54,0,0,0,0,0,0,0,0
RL,9790,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,ALQ,569,Rec,81,678,GasA,3,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,8,2,Gd,Attchd,Unf,2,TA,TA,Y,0,26,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,143000,60,0,54,0,1,0,0,0,0,0,0
RL,36500,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,4,CBlock,TA,TA,Av,Rec,812,Unf,0,812,GasA,2,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,N,168,198,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,190000,59,0,45,0,0,0,0,0,0,0,0
RL,5664,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,5,Gable,CompShg,CemntBd,CmentBd,3,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,GasA,5,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,8,1,Ex,Attchd,Fin,2,TA,TA,Y,212,59,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,278000,23,0,160,0,0,0,0,0,0,0,0
RL,11065,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,GasA,5,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,8,1,Gd,BuiltIn,Fin,3,TA,TA,Y,177,74,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,281000,17,0,160,0,0,0,0,0,0,0,0
RL,14112,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,SLvl,7,Hip,CompShg,Wd Sdng,HdBoard,3,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,GasA,3,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,227,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,180500,59,0,45,0,0,0,0,0,0,0,0
RM,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,7,Gable,CompShg,CemntBd,CmentBd,3,CBlock,TA,TA,No,ALQ,231,Unf,0,399,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,185,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,119500,51,0,45,0,0,0,0,0,0,0,0
RM,6600,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,3,Stone,TA,TA,No,Unf,0,Unf,0,994,GasA,3,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,6,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,287,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,107500,131,1,45,0,0,0,0,0,0,0,0
RL,10140,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,5,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,No,GLQ,194,Unf,0,638,GasA,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,0,28,0,0,259,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,162900,47,0,63,0,0,0,0,0,0,0,0
RL,8172,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,7,Hip,CompShg,WdShing,Plywood,3,CBlock,TA,TA,No,Rec,167,Unf,0,697,GasA,3,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,N,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,115000,68,1,45,0,0,0,0,0,0,0,0
RL,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,356,0,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,138500,55,0,45,0,1,0,0,0,0,0,0
RL,8700,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,4,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,GasA,4,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,192,20,123,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,155000,60,0,45,0,0,0,0,0,0,0,0
RM,3675,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,TwnhsE,SFoyer,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,GasA,4,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,8,0,NoFireplace,Basment,Fin,2,TA,TA,Y,0,44,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,140000,18,1,54,0,0,0,0,0,0,0,0
RL,63887,Pave,NoAlley,IR3,Bnk,AllPub,Corner,Gtl,Edwards,1Fam,2Story,5,Hip,ClyTile,Stucco,Stucco,3,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,GasA,5,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,8,3,Gd,Attchd,Fin,2,TA,TA,Y,214,292,0,0,0,480,Gd,NoFence,NoMiscFeature,0,New,Partial,160000,15,0,250,0,1,0,0,0,0,0,0
RL,7500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Hip,CompShg,BrkFace,BrkFace,3,CBlock,TA,TA,No,LwQ,340,Rec,906,0,GasA,5,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,218,0,0,0,0,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,154000,64,1,60,0,0,0,0,0,0,0,0
RL,10762,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,694,Unf,0,284,GasA,5,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,225000,24,0,112,0,0,0,0,0,0,0,0
RL,7500,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,BLQ,547,Unf,0,224,GasA,2,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,8,2,Gd,Attchd,Unf,1,TA,TA,P,0,0,0,0,224,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,177500,81,1,72,0,0,0,0,0,0,0,0
RL,10120,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,740,Unf,0,425,GasA,5,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,8,1,TA,Attchd,RFn,3,TA,TA,Y,309,78,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,290000,29,0,128,0,0,0,0,0,0,0,0
